0.1	0.1	0.1	8.361597E-05	0.00314989	0.002178182	97411.56	320.0048
0.1	2	0.1	3.60425E-05	0.0049113	0.002899875	97412.33	320.1636
0.1	4	0.1	0.0001446493	0.005822755	0.00189772	97414.59	320.1661
0.1	6	0.1	0.0002261927	0.003921926	0.001177123	97418.41	320.1563
0.1	8	0.1	0.0007858117	0.003819245	0.002716579	97425.25	320.1594
0.1	10	0.1	0.0007096803	-0.001206361	0.0024395	97433.08	320.1632
0.1	12	0.1	0.0006635197	-0.005342964	0.002808136	97441.75	320.1469
0.1	14	0.1	0.000670309	-0.005876981	0.00372035	97449.55	320.174
0.1	16	0.1	0.0003887267	-0.005016125	0.002702272	97453.99	320.1464
0.1	17.9	0.1	0	0	0	97455.74	320.127
2	0.1	0.1	-0.03288696	0.00431035	0.002921043	97413.64	320.1595
2	2	0.1	-0.032306	0.008425667	0.003135287	97414.42	320.2591
2	4	0.1	-0.02188522	0.01006485	0.002480162	97416.53	320.2657
2	6	0.1	-0.01412421	0.008947633	0.0019662	97420.13	320.2612
2	8	0.1	-0.01467561	0.006146186	0.002844972	97426.77	320.2592
2	10	0.1	-0.01368283	-0.002896103	0.00265997	97434.89	320.2508
2	12	0.1	-0.01939967	-0.007519173	0.002847192	97444.09	320.2369
2	14	0.1	-0.02673599	-0.00654362	0.003530441	97452.23	320.2558
2	16	0.1	-0.02249402	-0.005364415	0.002816967	97456.66	320.2198
2	17.9	0.1	0	0	0	97458.38	320.1934
4	0.1	0.1	-0.0771988	0.007049215	0.002416236	97420.23	320.1522
4	2	0.1	-0.06981127	0.02160082	0.003236423	97420.97	320.2561
4	4	0.1	-0.04594003	0.01672673	0.002603161	97422.6	320.2737
4	6	0.1	-0.03015436	0.01702759	0.00202791	97425.24	320.2696
4	8	0.1	-0.02229254	0.01555491	0.002849185	97430.73	320.2692
4	10	0.1	-0.02288432	-0.01125825	0.002644697	97439.78	320.2607
4	12	0.1	-0.04339725	-0.01428478	0.00285563	97451.42	320.2262
4	14	0.1	-0.05673292	-0.007999907	0.00358358	97460.34	320.2369
4	16	0.1	-0.04636795	-0.005401195	0.002876363	97464.55	320.2198
4	17.9	0.1	0	0	0	97466.15	320.1982
6	0.1	0.1	-0.1316186	0.1650378	0.103137	97429.68	320.1238
6	2	0.1	-0.1030395	0.05223228	0.002710198	97431.38	320.2464
6	4	0.1	-0.07007632	0.02104885	0.002812636	97432.5	320.2633
6	6	0.1	-0.06847157	0.01297544	0.002217685	97433.73	320.2606
6	8	0.1	0	0	0	97433.61	320.2425
6	10	0.1	0	0	0	97443.87	320.2339
6	12	0.1	-0.08051965	-0.01193587	0.003004914	97465.63	320.2261
6	14	0.1	-0.09001956	-0.005622225	0.003768886	97473.48	320.241
6	16	0.1	-0.07099616	-0.004493267	0.003004201	97476.77	320.2122
6	17.9	0.1	0	0	0	97478.06	320.191
8	0.1	0.1	0.03555892	0.2010688	0.1922248	97443.45	320.098
8	2	0.1	-0.08427673	0.04003131	0.003399346	97444.73	320.2137
8	4	0.1	-0.08620622	0.0151706	0.003090119	97445.69	320.2174
8	6	0.1	-0.07854184	0.003819404	0.002501087	97446.62	320.2108
8	8	0.1	0	0	0	97327.94	320
8	10	0.1	0	0	0	97337.03	320
8	12	0.1	-0.1065138	0.0002667744	0.003349358	97486.28	320.2646
8	14	0.1	-0.1220788	0.001142085	0.004121476	97489.61	320.2589
8	16	0.1	-0.09478968	-0.002114511	0.003248075	97491.56	320.2189
8	17.9	0.1	0	0	0	97492.42	320.197
10	0.1	0.1	-0.09056493	0.004450268	0.004292728	97458.79	320.1296
10	2	0.1	-0.1192316	0.01183454	0.00441901	97459.55	320.2147
10	4	0.1	-0.109826	0.005581347	0.003562481	97460.88	320.2092
10	6	0.1	-0.09873942	-0.0002618734	0.00292274	97462.34	320.1796
10	8	0.1	0	0	0	97329.62	320
10	10	0.1	0	0	0	97339	320
10	12	0.1	-0.1388355	0.007957071	0.003937706	97503.39	320.2849
10	14	0.1	-0.1559354	0.01051893	0.00476907	97505.47	320.2746
10	16	0.1	-0.1189951	0.002178948	0.003723934	97506.64	320.2533
10	17.9	0.1	0	0	0	97507.17	320.2302
12	0.1	0.1	0.2410728	0.00245084	0.003524648	97472.52	320.2289
12	2	0.1	-0.1506036	0.003965233	0.004974145	97473.59	320.3559
12	4	0.1	-0.1046429	-0.001248699	0.003299786	97475.75	320.3117
12	6	0.1	-0.07503824	-0.005988074	0.002109203	97479.05	320.265
12	8	0.1	0.04146995	0.01434033	0.00373631	97494.45	320.1184
12	10	0.1	0.03643633	-0.03958373	0.003563875	97510.84	320.1571
12	12	0.1	-0.1818864	0.02886515	0.004997136	97516.61	320.4385
12	14	0.1	-0.1857902	0.02441528	0.005857273	97518.53	320.4818
12	16	0.1	-0.1278166	0.008801023	0.004150641	97519.59	320.4294
12	17.9	0.1	0	0	0	97519.88	320.3618
14	0.1	0.1	-0.1863675	0.001948752	0.005846879	97484.72	320.1547
14	2	0.1	-0.2232099	0.01333715	0.006828414	97485.89	320.2294
14	4	0.1	-0.1649099	-0.006050539	0.005190013	97488.95	320.2293
14	6	0.1	-0.1250076	-0.02584261	0.004193916	97495.16	320.2271
14	8	0.1	-0.1030753	-0.01536181	0.007785696	97510.86	320.2947
14	10	0.1	-0.09301967	0.06503726	0.006964735	97521.23	320.321
14	12	0.1	-0.2155501	0.05858653	0.006903738	97525.05	320.2841
14	14	0.1	-0.2249185	0.04200385	0.007393944	97527.99	320.3253
14	16	0.1	-0.1682159	0.02879055	0.005196035	97529.25	320.3095
14	17.9	0.1	0	0	0	97529.44	320.2796
16	0.1	0.1	-0.3485218	-0.009215851	0.01018184	97494.27	320.134
16	2	0.1	-0.3972099	0.1338557	0.006009899	97494.66	320.2255
16	4	0.1	-0.2922828	-0.05227297	0.007165163	97497.88	320.2356
16	6	0.1	-0.2177198	0.02676622	0.005137708	97504.16	320.232
16	8	0.1	-0.3740954	-0.03730458	0.002942353	97515.1	320.2515
16	10	0.1	-0.2136342	0.03473189	0.009399845	97523.23	320.2946
16	12	0.1	-0.3702929	0.08075664	0.002523817	97529.56	320.2988
16	14	0.1	-0.2709884	0.02052263	0.01093853	97533.42	320.3463
16	16	0.1	-0.302779	0.1741334	0.001605017	97534.94	320.3307
16	17.9	0.1	0	0	0	97534.25	320.2982
17.9	0.1	0.1	0	0	0	97497.97	320.1451
17.9	2	0.1	0	0	0	97494.12	320.2101
17.9	4	0.1	0	0	0	97498.67	320.218
17.9	6	0.1	0	0	0	97502.72	320.2174
17.9	8	0.1	0	0	0	97513.87	320.2306
